,"Etat","Absence","CESP","Etudiant","Voeu","Rang","Subdivision","Discipline","Désir (non officiel)","Offre","SubDis"
3289,"affecté","","","3232","1","2/5","AIX MARSEILLE","Spécialité médicale : Médecine physique et de réadaptation","","5","[034021]"
3290,"affecté","","","3233","1","1/2","ANGERS","Spécialité médicale : Médecine physique et de réadaptation","","2","[028021]"
3291,"affecté","","","3234","1","7/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
3292,"affecté","","","3235","1","1/2","NANCY","Spécialité médicale : Médecine nucléaire","","2","[018020]"
3293,"affecté","","","3236","1","7/10","BESANCON","Discipline : ANESTHÉSIE réanimation","","10","[016004]"
3294,"affecté","","","3237","1","3/11","POITIERS","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","11","[031028]"
3295,"invalidé","","","3238","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
3296,"affecté","","","3239","1","3/9","CAEN","Discipline : PÉDIATRIE","","9","[022002]"
3297,"affecté","","","3240","1","1/2","STRASBOURG","Discipline : GYNÉCOLOGIE médicale","","2","[020005]"
3298,"affecté","","","3241","1","13/40","LILLE","Discipline : PSYCHIATRIE","","40","[023010]"
3299,"affecté","","","3242","1","2/2","ANGERS","Spécialité médicale : Médecine physique et de réadaptation","","2","[028021]"
3300,"affecté","","","3243","1","92/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
3301,"affecté","","","3244","31","10/13","NANCY","Discipline : ANESTHÉSIE réanimation","","13","[018004]"
3302,"affecté","","","3245","1","12/14","NANTES","Spécialité chirurgicale : Chirurgie générale","Chirurgie vasculaire","14","[030028]"
3303,"affecté","","","3246","1","11/13","NANCY","Discipline : ANESTHÉSIE réanimation","","13","[018004]"
3304,"affecté","","","3247","1","18/22","LILLE","Discipline : PÉDIATRIE","","22","[023002]"
3305,"affecté","","","3248","1","20/22","AIX MARSEILLE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","22","[034028]"
3306,"affecté","","","3249","1","1/2","BREST","Spécialité médicale : Anatomie et cytologie pathologique","","2","[029012]"
3307,"affecté","","","3250","1","4/9","STRASBOURG","Discipline : PÉDIATRIE","","9","[020002]"
3308,"affecté","","","3251","1","4/4","ROUEN","Spécialité médicale : Rhumatologie","","4","[024027]"
3309,"invalidé","","","3252","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
3310,"affecté","","","3253","2","5/6","ROUEN","Spécialité médicale : Neurologie","","6","[024023]"
3311,"affecté","","","3254","1","1/3","NANCY","Spécialité médicale : Anatomie et cytologie pathologique","","3","[018012]"
3312,"affecté","","","3255","1","78/79","ILE DE FRANCE","Discipline : PÉDIATRIE","","79","[015002]"
3313,"affecté","","","3256","1","7/17","AMIENS","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","17","[021028]"
3314,"affecté","","","3257","1","8/126","NANCY","Discipline : MÉDECINE générale","","126","[018011]"
3315,"affecté","","","3258","1","1/4","LIMOGES","Spécialité médicale : Oncologie","","4","[039024]"
3316,"affecté","absence","CESP","3259","1","1/8","LYON","Discipline : MÉDECINE générale","","8",""
3317,"affecté","","","3260","1","6/6","GRENOBLE","Discipline : GYNÉCOLOGIE obstétrique","","6","[025009]"
3318,"affecté","","","3261","1","6/9","STRASBOURG","Discipline : GYNÉCOLOGIE obstétrique","","9","[020009]"
3319,"affecté","","","3262","1","8/10","BESANCON","Discipline : ANESTHÉSIE réanimation","","10","[016004]"
3320,"affecté","","","3263","1","1/3","ANGERS","Spécialité médicale : Endocrinologie, diabÃ¨te, maladies métaboliques","","3","[028015]"
3321,"affecté","","","3264","1","7/11","DIJON","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","11","[017028]"
3322,"affecté","","","3265","1","1/5","POITIERS","Discipline : GYNÉCOLOGIE obstétrique","","5","[031009]"
3323,"affecté","","","3266","1","13/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
3324,"affecté","","","3267","1","30/31","LILLE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","31","[023028]"
3325,"affecté","","","3268","1","1/8","NANCY","Discipline : GYNÉCOLOGIE obstétrique","","8","[018009]"
3326,"affecté","absence","","3269","1","15/22","LYON","Discipline : PSYCHIATRIE","","22","[026010]"
3327,"affecté","","","3270","1","9/10","BESANCON","Discipline : ANESTHÉSIE réanimation","","10","[016004]"
3328,"affecté","","","3271","1","4/7","ANGERS","Discipline : PÉDIATRIE","","7","[028002]"
3329,"affecté","","","3272","1","1/1","BESANCON","Discipline : GYNÉCOLOGIE médicale","","1","[016005]"
3330,"affecté","","","3273","1","6/6","RENNES","Discipline : GYNÉCOLOGIE obstétrique","","6","[032009]"
3331,"affecté","","","3274","1","2/25","AIX MARSEILLE","Discipline : PSYCHIATRIE","","25","[034010]"
3332,"affecté","","","3275","1","2/7","DIJON","Discipline : PÉDIATRIE","","7","[017002]"
3333,"affecté","","","3276","1","2/4","DIJON","Spécialité médicale : Pneumologie","","4","[017025]"
3334,"affecté","","","3277","2","2/3","NANTES","Spécialité médicale : Endocrinologie, diabÃ¨te, maladies métaboliques","","3","[030015]"
3335,"affecté","","","3278","1","13/14","NANTES","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","14","[030028]"
3336,"affecté","","","3279","2","3/5","ANGERS","Discipline : GYNÉCOLOGIE obstétrique","","5","[028009]"
3337,"affecté","","","3280","1","3/5","AIX MARSEILLE","Spécialité médicale : Médecine physique et de réadaptation","","5","[034021]"
3338,"affecté","","","3281","1","1/3","CLERMONT-FERRAND","Spécialité médicale : Pneumologie","","3","[038025]"
3339,"affecté","","","3282","1","1/4","LYON","Discipline : SANTÉ PUBLIQUE","","4","[026007]"
3340,"affecté","","","3283","1","1/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
3341,"affecté","","","3284","7","11/13","ROUEN","Discipline : ANESTHÉSIE réanimation","","13","[024004]"
3342,"affecté","","","3285","1","1/3","REIMS","Spécialité médicale : Rhumatologie","","3","[019027]"
3343,"affecté","","","3286","1","2/3","REIMS","Spécialité médicale : Rhumatologie","","3","[019027]"
3344,"affecté","","","3287","1","5/12","AMIENS","Discipline : ANESTHÉSIE réanimation","","12","[021004]"
3345,"affecté","","","3288","1","2/2","REIMS","Spécialité médicale : Oncologie","","2","[019024]"
3346,"affecté","","","3289","2","5/9","ANTILLES-GUYANE","Discipline : ANESTHÉSIE réanimation","","9","[041004]"
3347,"affecté","","","3290","1","1/1","LIMOGES","Spécialité médicale : Neurologie","","1","[039023]"
3348,"affecté","","","3291","2","3/4","POITIERS","Spécialité médicale : Oncologie","","4","[031024]"
3349,"affecté","","","3292","1","2/3","NANCY","Spécialité médicale : Anatomie et cytologie pathologique","","3","[018012]"
3350,"affecté","","","3293","1","37/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
3351,"affecté","","","3294","1","4/11","CAEN","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","11","[022028]"
3352,"affecté","absence","","3295","1","6/9","POITIERS","Discipline : ANESTHÉSIE réanimation","","9","[031004]"
3353,"affecté","","","3296","2","12/13","ROUEN","Discipline : ANESTHÉSIE réanimation","","13","[024004]"
3354,"affecté","","","3297","1","45/179","LYON","Discipline : MÉDECINE générale","","179","[026011]"
3355,"affecté","","","3298","1","7/9","TOURS","Discipline : ANESTHÉSIE réanimation","","9","[033004]"
3356,"affecté","","","3299","1","3/5","TOURS","Discipline : GYNÉCOLOGIE obstétrique","","5","[033009]"
3357,"affecté","","","3300","1","36/107","GRENOBLE","Discipline : MÉDECINE générale","","107","[025011]"
3358,"affecté","","","3301","1","3/3","AIX MARSEILLE","Spécialité médicale : Anatomie et cytologie pathologique","","3","[034012]"
3359,"affecté","","","1930","1","10/11","DIJON","Discipline : ANESTHÉSIE réanimation","","11","[017004]"
3361,"affecté","","","3303","1","2/5","SAINT ETIENNE","Discipline : PÉDIATRIE","","5","[027002]"
3362,"affecté","","","3304","4","11/11","DIJON","Discipline : ANESTHÉSIE réanimation","","11","[017004]"
3363,"affecté","","","3305","1","43/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
3364,"affecté","","","3306","1","34/102","ILE DE FRANCE","Discipline : PSYCHIATRIE","","102","[015010]"
3365,"affecté","absence","","3307","1","7/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
3366,"affecté","","","3308","1","12/13","NANCY","Discipline : ANESTHÉSIE réanimation","","13","[018004]"
3367,"affecté","","","3309","14","8/9","TOURS","Discipline : ANESTHÉSIE réanimation","","9","[033004]"
3368,"affecté","","","3310","1","5/9","STRASBOURG","Discipline : PÉDIATRIE","","9","[020002]"
3369,"affecté","","","3311","1","3/9","ANTILLES-GUYANE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","9","[041028]"
3370,"affecté","","","3312","1","8/11","DIJON","Spécialité chirurgicale : Chirurgie générale","Chirurgie infantile","11","[017028]"
3371,"affecté","","","3313","1","19/22","LILLE","Discipline : PÉDIATRIE","","22","[023002]"
3372,"affecté","","","3314","63","1/1","REIMS","Spécialité médicale : Médecine nucléaire","","1","[019020]"
3373,"affecté","","","3315","3","6/12","AMIENS","Discipline : ANESTHÉSIE réanimation","","12","[021004]"
3374,"ESSA","","","3316","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
3375,"affecté","absence","","3317","1","14/40","LILLE","Discipline : PSYCHIATRIE","","40","[023010]"
3376,"affecté","absence","","3318","1","25/111","NANTES","Discipline : MÉDECINE générale","","111","[030011]"
3377,"affecté","","","3319","1","2/17","ILE DE FRANCE","Discipline : BIOLOGIE médicale","","17","[015003]"
3378,"affecté","","","3320","1","1/1","ROUEN","Discipline : GYNÉCOLOGIE médicale","","1","[024005]"
3379,"affecté","","","3321","1","1/2","CAEN","Spécialité médicale : Endocrinologie, diabÃ¨te, maladies métaboliques","","2","[022015]"
3380,"affecté","","","3322","1","4/5","ANGERS","Discipline : GYNÉCOLOGIE obstétrique","","5","[028009]"
3381,"affecté","","","3323","1","1/1","DIJON","Spécialité chirurgicale : Neurochirurgie","","1","[017029]"
3382,"affecté","","","3324","1","2/3","BESANCON","Spécialité médicale : Oncologie","","3","[016024]"
3383,"affecté","","","3325","1","28/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
3384,"affecté","","","3326","1","17/17","BORDEAUX","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","17","[037028]"
3385,"affecté","","","3327","1","4/9","ANTILLES-GUYANE","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","9","[041028]"
3386,"affecté","absence","","3328","1","26/111","NANTES","Discipline : MÉDECINE générale","","111","[030011]"
3387,"affecté","","","3329","8","2/3","LIMOGES","Spécialité médicale : Gastro-entérologie et hépatologie","","3","[039016]"
3388,"affecté","","","3330","1","4/6","BREST","Discipline : ANESTHÉSIE réanimation","","6","[029004]"
3389,"affecté","","","3331","1","2/2","BESANCON","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","2","[016031]"
3390,"affecté","","","3332","1","2/2","STRASBOURG","Spécialité médicale : Médecine nucléaire","","2","[020020]"
3391,"affecté","","","1790","1","9/14","STRASBOURG","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","14","[020028]"
3392,"affecté","","","3333","3","5/6","ROUEN","Discipline : GYNÉCOLOGIE obstétrique","","6","[024009]"
3393,"affecté","","","3334","1","6/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
3394,"affecté","","","3335","2","17/19","MONTPELLIER","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","19","[035028]"
3395,"affecté","","","3336","1","8/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
3396,"affecté","","","3337","1","3/5","NANCY","Spécialité médicale : Oncologie","","5","[018024]"
3397,"affecté","","","3338","1","15/15","TOULOUSE","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","15","[040028]"
3398,"affecté","","","3339","1","3/3","BESANCON","Spécialité médicale : Oncologie","","3","[016024]"
3399,"affecté","","","3340","1","4/12","REIMS","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","12","[019028]"
3400,"affecté","","","3341","1","79/79","ILE DE FRANCE","Discipline : PÉDIATRIE","","79","[015002]"
3401,"affecté","","","3342","1","1/1","ANGERS","Spécialité médicale : Médecine nucléaire","","1","[028020]"
3402,"affecté","","","3343","3","2/3","CAEN","Spécialité médicale : Rhumatologie","","3","[022027]"
3403,"affecté","","","3344","1","40/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
3404,"affecté","","","3345","1","5/12","NANCY","Discipline : PÉDIATRIE","","12","[018002]"
3405,"affecté","absence","","3346","1","35/102","ILE DE FRANCE","Discipline : PSYCHIATRIE","","102","[015010]"
3406,"affecté","","","3347","1","14/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
3407,"affecté","","","3348","1","46/179","LYON","Discipline : MÉDECINE générale","","179","[026011]"
3408,"affecté","","","3349","1","11/15","NANCY","Spécialité chirurgicale : Chirurgie générale","Chirurgie thoracique et cardio-vasculaire","15","[018028]"
3409,"affecté","absence","","3350","1","25/105","RENNES","Discipline : MÉDECINE générale","","105","[032011]"
3410,"affecté","","","3351","1","9/9","TOURS","Discipline : ANESTHÉSIE réanimation","","9","[033004]"
3411,"ESSA","","","3352","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
3412,"affecté","","","3353","1","1/2","REIMS","Spécialité médicale : Anatomie et cytologie pathologique","","2","[019012]"
3413,"affecté","","","3354","1","4/11","CAEN","Discipline : ANESTHÉSIE réanimation","","11","[022004]"
3414,"affecté","","","3355","22","4/11","POITIERS","Spécialité chirurgicale : Chirurgie générale","Chirurgie infantile","11","[031028]"
3415,"affecté","","","3356","1","1/1","NICE","Discipline : GYNÉCOLOGIE médicale","","1","[036005]"
3416,"affecté","","","3357","1","7/14","ROUEN","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","14","[024028]"
3417,"affecté","","","3358","1","1/1","STRASBOURG","Spécialité chirurgicale : Chirurgie Orale","","1","[020032]"
3418,"affecté","","","3359","1","1/4","BREST","Spécialité médicale : Neurologie","","4","[029023]"
3419,"affecté","","","3360","1","1/3","LIMOGES","Discipline : GYNÉCOLOGIE obstétrique","","3","[039009]"
3420,"affecté","","CESP","3361","1","1/9","ILE DE FRANCE","Discipline : MÉDECINE générale","","9",""
3421,"affecté","","","3362","1","3/3","GRENOBLE","Spécialité médicale : Oncologie","","3","[025024]"
3422,"affecté","","","3363","1","2/2","ANTILLES-GUYANE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","2","[041031]"
3423,"affecté","","","3364","1","2/7","LIMOGES","Discipline : ANESTHÉSIE réanimation","","7","[039004]"
3424,"affecté","","","3365","1","9/11","RENNES","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","11","[032028]"
3426,"affecté","","","3367","1","37/107","GRENOBLE","Discipline : MÉDECINE générale","","107","[025011]"
3427,"affecté","","","3368","1","29/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
3428,"affecté","","","3369","1","7/9","STRASBOURG","Discipline : GYNÉCOLOGIE obstétrique","","9","[020009]"
