;Etat;Absence;CESP;Etudiant;Voeu;Rang;Subdivision;Discipline;Désir (non officiel);Offre;SubDis;;
5044;simulé;;;5007;3;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5045;simulé;;;5008;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
5046;simulé;;;5009;1;;LILLE;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;7;[023015];;
5047;rien;;;5010;;;;car aucun vœu;;;;;
5048;simulé;;;5011;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5049;simulé;;;5012;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5050;simulé;;;5013;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5051;simulé;;;5014;1;;GRENOBLE;Discipline : BIOLOGIE médicale;;3;[025003];;
5052;simulé;;;5015;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5053;simulé;;;5016;1;;TOULOUSE;Discipline : PSYCHIATRIE;;24;[040010];;
5054;simulé;;;5017;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5056;simulé;absence;;5019;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
5057;simulé;;;5020;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5058;simulé;;;5021;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5059;invalidé;;;5022;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5060;simulé;;;5023;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5061;simulé;;;5024;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
5062;simulé;;;5025;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5063;simulé;;;5026;9;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5064;simulé;;;5027;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5065;simulé;;;5028;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5066;simulé;;;5029;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
5067;rien;;;5030;;;;malgré 55 vœux;;;;;
5068;simulé;;;5031;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
5069;invalidé;;;5032;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5070;simulé;;;5033;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
5071;simulé;;;5034;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5072;invalidé;;;5035;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5073;simulé;;;5036;2;;POITIERS;Discipline : PÉDIATRIE;;7;[031002];;
5074;simulé;;;5037;1;;AMIENS;Spécialité médicale : Neurologie;;4;[021023];;
5075;simulé;;;5038;2;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5076;simulé;;;5039;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5077;simulé;;;5040;5;;NANCY;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;3;[018015];;
5078;simulé;;;5041;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5079;simulé;;;5042;2;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
5080;simulé;;;5043;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5081;invalidé;;;5044;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5082;simulé;;;5045;9;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5083;simulé;;;5046;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5084;simulé;;;5047;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5085;simulé;;;5048;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5086;simulé;;;5049;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5087;simulé;;;5050;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5088;simulé;;;5051;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5089;simulé;;;5052;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5090;simulé;;;5053;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
5091;simulé;;;5054;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5092;simulé;;;5055;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
5093;rien;;;5056;;;;car aucun vœu;;;;;
5094;simulé;;;5057;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
5095;simulé;;;5058;2;;ILE DE FRANCE;Discipline : MÉDECINE du Travail;;27;[015006];;
5096;simulé;;;5059;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5097;simulé;;;5060;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
5098;invalidé;;;5061;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5099;simulé;;;5062;16;;AMIENS;Discipline : PÉDIATRIE;;8;[021002];;
5100;simulé;;;5063;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5101;simulé;;;5064;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5102;simulé;;;5065;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5103;simulé;;;5066;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5104;simulé;absence;;5067;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
5105;simulé;;;5068;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5106;simulé;;;5069;1;;AIX MARSEILLE;Discipline : SANTÉ PUBLIQUE;;4;[034007];;
5107;simulé;;;5070;1;;ILE DE FRANCE;Spécialité médicale : Médecine physique et de réadaptation;;14;[015021];;
5108;rien;;;5071;;;;malgré 9 vœux;;;;;
5109;simulé;;;5072;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
5110;simulé;;;5073;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5111;simulé;;;5074;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5112;simulé;;;5075;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5113;simulé;;;5076;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5114;simulé;;;5077;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5115;invalidé;;;5078;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5116;simulé;;;5079;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
5117;simulé;;;5080;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5118;simulé;;;5081;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
5119;rien;;;5082;;;;car aucun vœu;;;;;
5120;invalidé;;;5083;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5121;simulé;;;5084;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5122;simulé;;;5085;1;;CAEN;Spécialité médicale : Rhumatologie;;3;[022027];;
5123;invalidé;;;5086;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5124;simulé;;;5087;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5125;simulé;;;5088;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5126;invalidé;;;5089;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5127;rien;;;5090;;;;car aucun vœu;;;;;
5128;simulé;;;5091;1;;POITIERS;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;2;[031015];;
5129;simulé;;;5092;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5130;simulé;;;5093;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5131;simulé;;;5094;5;;ANTILLES-GUYANE;Spécialité médicale : Médecine physique et de réadaptation;;2;[041021];;
5132;invalidé;;;5095;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5133;simulé;;;5096;14;;SAINT ETIENNE;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;1;[027015];;
5134;simulé;;;5097;3;;NANTES;Discipline : PSYCHIATRIE;;13;[030010];;
5135;simulé;;;5098;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5136;invalidé;;;5099;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5137;simulé;;;5100;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5138;simulé;;;5101;1;;DIJON;Discipline : BIOLOGIE médicale;;3;[017003];;
5139;simulé;;;5102;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5140;simulé;;;5103;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5141;simulé;absence;;5104;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5142;rien;;;5105;;;;malgré 8 vœux;;;;;
5143;simulé;;;5106;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
5144;simulé;;;5107;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5145;rien;;;5108;;;;malgré 5 vœux;;;;;
5146;simulé;;;5109;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5147;simulé;;;5110;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
5148;simulé;;;5111;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5149;simulé;;;5112;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5150;simulé;;;5113;1;;BESANCON;Discipline : PÉDIATRIE;;8;[016002];;
5151;simulé;;;5114;1;;AIX MARSEILLE;Discipline : PSYCHIATRIE;;25;[034010];;
5152;rien;;;5115;;;;car aucun vœu;;;;;
5153;simulé;;;5116;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5154;simulé;;;5117;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5155;simulé;;;5118;7;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5156;simulé;;CESP;5119;1;;ANGERS;Spécialité chirurgicale : Ophtalmologie;;1;;;
5157;invalidé;;;5120;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5158;invalidé;;;5121;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5159;simulé;;;5122;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5160;invalidé;;;5123;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5161;simulé;;;5124;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5162;simulé;;;5125;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5163;simulé;;;5126;3;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5164;simulé;;;5127;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5165;simulé;;;5128;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5166;simulé;;;5129;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
5167;simulé;;;5130;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5168;invalidé;;;5131;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5169;simulé;;;5132;3;;LIMOGES;Spécialité médicale : Pneumologie;;2;[039025];;
5170;invalidé;;;5133;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5171;simulé;;;5134;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
5172;simulé;absence;;5135;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5173;simulé;;;5136;1;;LYON;Discipline : BIOLOGIE médicale;;5;[026003];;
5174;invalidé;;;5137;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5175;simulé;;;5138;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5176;simulé;;;5139;2;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
5177;simulé;;;5140;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5178;simulé;;;5141;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5179;simulé;;;5142;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
5180;simulé;;;5143;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5181;simulé;;;5144;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5182;simulé;;;5145;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5183;simulé;;;5146;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5184;simulé;;;5147;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5185;simulé;;;5148;24;;LIMOGES;Spécialité médicale : Rhumatologie;;2;[039027];;
5186;invalidé;;;5149;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5187;simulé;;;5150;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
5188;simulé;;;5151;6;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5189;simulé;;CESP;5152;1;;LYON;Discipline : GYNÉCOLOGIE obstétrique;;2;;;
5190;simulé;;;5153;2;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5191;simulé;;;5154;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5192;simulé;;;5155;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5193;simulé;;;5156;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5194;simulé;;;5157;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
5195;simulé;;;5158;112;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5196;simulé;;;5159;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5197;simulé;;;5160;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
5198;simulé;;;5161;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5199;simulé;;;5162;1;;BREST;Spécialité médicale : Neurologie;;4;[029023];;
5200;simulé;;;5163;2;;ANGERS;Spécialité médicale : Médecine physique et de réadaptation;;2;[028021];;
5201;simulé;;;5164;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5202;simulé;;;5165;1;;SAINT ETIENNE;Spécialité médicale : Médecine physique et de réadaptation;;2;[027021];;
5203;simulé;;;5018;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
5204;invalidé;;;5166;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5205;simulé;;;5167;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
5206;simulé;absence;;5168;2;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5207;simulé;;;5169;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
5208;simulé;;;5170;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
5209;simulé;;;5171;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
5210;simulé;;;5172;1;;ILE DE FRANCE;Discipline : BIOLOGIE médicale;;17;[015003];;
5211;rien;;;5173;;;;car aucun vœu;;;;;
5212;simulé;;;5174;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
5213;ESSA;;;5175;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
5214;simulé;;;5176;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
5215;simulé;;;5177;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
5216;simulé;;;5178;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
5217;simulé;;;5179;3;;LIMOGES;Spécialité médicale : Médecine interne;;3;[039019];;
5218;simulé;;;5180;10;;BESANCON;Discipline : PÉDIATRIE;;8;[016002];;
5219;simulé;;;5181;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5220;simulé;;;5182;2;;BESANCON;Discipline : PÉDIATRIE;;8;[016002];;
5221;simulé;;;5183;2;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5222;simulé;;;5184;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5223;simulé;;;5185;1;;ROUEN;Discipline : PSYCHIATRIE;;20;[024010];;
5224;simulé;;;5186;1;;AMIENS;Discipline : PÉDIATRIE;;8;[021002];;
5225;simulé;;;5187;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5226;simulé;;;5188;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
5227;rien;;;5189;;;;car aucun vœu;;;;;
5228;simulé;absence;;5190;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
5229;simulé;;;5191;1;;NANCY;Spécialité médicale : Médecine physique et de réadaptation;;3;[018021];;
5230;simulé;;;5192;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5231;invalidé;;;5193;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5232;simulé;;;5194;5;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5233;ESSA;;;5195;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
5234;simulé;;;5196;2;;ANTILLES-GUYANE;Spécialité médicale : Pneumologie;;1;[041025];;
5235;simulé;;;5197;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
5236;simulé;;;5198;1;;BORDEAUX;Discipline : PSYCHIATRIE;;22;[037010];;
5237;simulé;;;5199;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5238;simulé;;;5200;8;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
5239;simulé;;;5201;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
5240;simulé;;;5202;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5241;simulé;;;5203;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
5242;simulé;;;5204;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5243;simulé;;;5205;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5244;simulé;;;5206;9;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
5245;ESSA;;;5207;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
5246;simulé;;;5208;14;;DIJON;Spécialité médicale : Anatomie et cytologie pathologique;;2;[017012];;
5247;simulé;;;5209;4;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5248;simulé;;;5210;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5249;invalidé;;;5211;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5250;simulé;;;5212;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5251;simulé;;;5213;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
5252;simulé;;;5214;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5253;rien;;;5215;;;;car aucun vœu;;;;;
5254;simulé;;;5216;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5255;simulé;;;5217;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5256;simulé;;;5218;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5257;simulé;;;5219;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
5258;simulé;;;5220;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5259;simulé;;;5221;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
5260;simulé;;;5222;22;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
5261;simulé;;;5223;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5262;simulé;;;5224;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5263;invalidé;;;5225;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5264;simulé;;;5226;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
5265;simulé;;;5227;271;;AMIENS;Spécialité médicale : Neurologie;;4;[021023];;
5266;simulé;;;5228;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
5267;simulé;;;5229;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
5268;simulé;;;5230;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5269;rien;;;5231;;;;car aucun vœu;;;;;
5270;simulé;;;5232;7;;ROUEN;Spécialité médicale : Médecine physique et de réadaptation;;5;[024021];;
5271;simulé;;;5233;13;;ILE DE FRANCE;Discipline : SANTÉ PUBLIQUE;;16;[015007];;
5272;simulé;;;5234;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5273;simulé;;;5235;2;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5274;simulé;;;5236;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5275;simulé;;;5237;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
5276;simulé;;;5238;2;;CAEN;Spécialité médicale : Neurologie;;4;[022023];;
5277;simulé;;;5239;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5278;simulé;;;3445;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5279;simulé;;;5240;1;;MONTPELLIER;Discipline : SANTÉ PUBLIQUE;;2;[035007];;
5280;simulé;;;5241;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
5281;simulé;;;5242;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5282;simulé;;;5243;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
5283;simulé;;;5244;3;;POITIERS;Discipline : PÉDIATRIE;;7;[031002];;
5284;simulé;;;5245;2;;AMIENS;Discipline : PÉDIATRIE;;8;[021002];;
5285;simulé;;;5246;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
5286;invalidé;;;5247;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5287;invalidé;;;5248;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5288;simulé;;;5249;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5289;simulé;;;5250;1;;MONTPELLIER;Discipline : PSYCHIATRIE;;15;[035010];;
5290;simulé;;;5251;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
5291;simulé;;;5252;1;;REIMS;Discipline : PSYCHIATRIE;;16;[019010];;
5292;simulé;;;5253;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
5293;simulé;;;5254;5;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5294;rien;;;5255;;;;car aucun vœu;;;;;
5295;simulé;;;5256;1;;NICE;Discipline : PSYCHIATRIE;;10;[036010];;
5296;simulé;;;5257;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5297;rien;;;5258;;;;car aucun vœu;;;;;
5298;simulé;;;5259;3;;CAEN;Spécialité médicale : Médecine interne;;3;[022019];;
